FreqItem,Antecedent(a),,Consequent(c),P(a)%,P(c)%,Sup(a,c)%,Conf.%,Leverage,Lift,Conviction,All-Confid (%),
AB,A,->,B,16.18671,22.97932,7.483741,46.23385,0.03764145,2.011976,1.432513,32.56729,
AB,B,->,A,22.97932,16.18671,7.483741,32.56729,0.03764145,2.011977,1.242917,32.56729,
BC,B,->,C,22.97932,10.65941,5.355402,23.30531,0.02905942,2.18636,1.164886,23.30531,
BC,C,->,B,10.65941,22.97932,5.355402,50.24106,0.02905942,2.18636,1.547876,23.30531,
AD,A,->,D,16.18671,17.04088,6.19008,38.24173,0.03431721,2.244117,1.343288,36.32487,
AD,D,->,A,17.04088,16.18671,6.19008,36.32487,0.03431721,2.244117,1.316264,36.32487,
BD,B,->,D,22.97932,17.04088,7.127541,31.0172,0.03211662,1.820164,1.202606,31.0172,
BD,D,->,B,17.04088,22.97932,7.127541,41.82612,0.03211662,1.820164,1.323974,31.0172,
ABD,A,->,BD,16.18671,7.127541,5.011607,30.96124,0.03857893,4.343889,1.345222,21.80921,
ABD,B,->,AD,22.97932,6.19008,5.011607,21.80921,0.03589169,3.523252,1.199757,21.80921,
ABD,AB,->,D,7.483741,17.04088,5.011607,66.96661,0.03736312,3.929762,2.511372,21.80921,
ABD,D,->,AB,17.04088,7.483741,5.011607,29.40932,0.03736312,3.929762,1.310602,21.80921,
ABD,AD,->,B,6.19008,22.97932,5.011607,80.96192,0.03589169,3.523252,4.045612,21.80921,
ABD,BD,->,A,7.127541,16.18671,5.011607,70.31328,0.03857893,4.343889,2.823258,21.80921,
CD,C,->,D,10.65941,17.04088,5.913626,55.47797,0.04097168,3.255581,1.863327,34.70258,
CD,D,->,C,17.04088,10.65941,5.913626,34.70258,0.04097168,3.255581,1.36821,34.70258,
AE,A,->,E,16.18671,99.78203,16.18671,100,0.0003528286,1.002185,Infinity,16.22207,
AE,E,->,A,99.78203,16.18671,16.18671,16.22207,0.0003528286,1.002185,1.000422,16.22207,
BE,B,->,E,22.97932,99.78203,22.96869,99.95373,0.0003945552,1.001721,4.710661,23.01886,
BE,E,->,B,99.78203,22.97932,22.96869,23.01886,0.0003945552,1.001721,1.000514,23.01886,
ABE,A,->,BE,16.18671,22.96869,7.483741,46.23385,0.03765866,2.012908,1.43271,7.500089,
ABE,B,->,AE,22.97932,16.18671,7.483741,32.56729,0.03764145,2.011977,1.242917,7.500089,
ABE,AB,->,E,7.483741,99.78203,7.483741,100,0.0001631262,1.002185,Infinity,7.500089,
ABE,E,->,AB,99.78203,7.483741,7.483741,7.500089,0.0001631262,1.002185,1.000177,7.500089,
ABE,AE,->,B,16.18671,22.97932,7.483741,46.23385,0.03764145,2.011976,1.432513,7.500089,
ABE,BE,->,A,22.96869,16.18671,7.483741,32.58236,0.03765866,2.012908,1.243195,7.500089,
CE,C,->,E,10.65941,99.78203,10.65055,99.91688,0.0001437379,1.001351,2.622319,10.67382,
CE,E,->,C,99.78203,10.65941,10.65055,10.67382,0.0001437379,1.001351,1.000161,10.67382,
BCE,B,->,CE,22.97932,10.65055,5.355402,23.30531,0.02907978,2.188179,1.165002,5.367101,
BCE,C,->,BE,10.65941,22.96869,5.355402,50.24106,0.02907075,2.187372,1.54809,5.367101,
BCE,BC,->,E,5.355402,99.78203,5.355402,100,0.000116734,1.002185,Infinity,5.367101,
BCE,E,->,BC,99.78203,5.355402,5.355402,5.367101,0.000116734,1.002185,1.000124,5.367101,
BCE,BE,->,C,22.96869,10.65941,5.355402,23.3161,0.02907075,2.187372,1.16505,5.367101,
BCE,CE,->,B,10.65055,22.97932,5.355402,50.28286,0.02907978,2.188179,1.549178,5.367101,
DE,D,->,E,17.04088,99.78203,17.03025,99.93761,0.0002651275,1.001559,3.493539,17.06745,
DE,E,->,D,99.78203,17.04088,17.03025,17.06745,0.0002651275,1.001559,1.00032,17.06745,
ADE,A,->,DE,16.18671,17.03025,6.19008,38.24173,0.03433442,2.245518,1.34346,6.203602,
ADE,D,->,AE,17.04088,16.18671,6.19008,36.32487,0.03431721,2.244117,1.316264,6.203602,
ADE,AD,->,E,6.19008,99.78203,6.19008,100,0.0001349278,1.002185,Infinity,6.203602,
ADE,E,->,AD,99.78203,6.19008,6.19008,6.203602,0.0001349278,1.002185,1.000144,6.203602,
ADE,AE,->,D,16.18671,17.04088,6.19008,38.24173,0.03431721,2.244117,1.343288,6.203602,
ADE,DE,->,A,17.03025,16.18671,6.19008,36.34755,0.03433442,2.245518,1.316733,6.203602,
BDE,B,->,DE,22.97932,17.03025,7.127541,31.0172,0.03214105,1.8213,1.20276,7.143111,
BDE,D,->,BE,17.04088,22.96869,7.127541,41.82612,0.03213474,1.821006,1.324156,7.143111,
BDE,BD,->,E,7.127541,99.78203,7.127541,100,0.000155362,1.002185,Infinity,7.143111,
BDE,E,->,BD,99.78203,7.127541,7.127541,7.143111,0.000155362,1.002185,1.000168,7.143111,
BDE,BE,->,D,22.96869,17.04088,7.127541,31.03156,0.03213474,1.821006,1.202856,7.143111,
BDE,DE,->,B,17.03025,22.97932,7.127541,41.85224,0.03214105,1.8213,1.324568,7.143111,
ABDE,A,->,BDE,16.18671,7.127541,5.011607,30.96124,0.03857893,4.343889,1.345222,5.022555,
ABDE,B,->,ADE,22.97932,6.19008,5.011607,21.80921,0.03589169,3.523252,1.199757,5.022555,
ABDE,AB,->,DE,7.483741,17.03025,5.011607,66.96661,0.03737107,3.932215,2.511694,5.022555,
ABDE,D,->,ABE,17.04088,7.483741,5.011607,29.40932,0.03736312,3.929762,1.310602,5.022555,
ABDE,AD,->,BE,6.19008,22.96869,5.011607,80.96192,0.03589828,3.524883,4.046171,5.022555,
ABDE,BD,->,AE,7.127541,16.18671,5.011607,70.31328,0.03857893,4.343889,2.823258,5.022555,
ABDE,ABD,->,E,5.011607,99.78203,5.011607,100,0.0001092401,1.002185,Infinity,5.022555,
ABDE,E,->,ABD,99.78203,5.011607,5.011607,5.022555,0.0001092401,1.002185,1.000115,5.022555,
ABDE,AE,->,BD,16.18671,7.127541,5.011607,30.96124,0.03857893,4.343889,1.345222,5.022555,
ABDE,BE,->,AD,22.96869,6.19008,5.011607,21.8193,0.03589828,3.524883,1.199912,5.022555,
ABDE,ABE,->,D,7.483741,17.04088,5.011607,66.96661,0.03736312,3.929762,2.511372,5.022555,
ABDE,DE,->,AB,17.03025,7.483741,5.011607,29.42768,0.03737107,3.932215,1.310943,5.022555,
ABDE,ADE,->,B,6.19008,22.97932,5.011607,80.96192,0.03589169,3.523252,4.045612,5.022555,
ABDE,BDE,->,A,7.127541,16.18671,5.011607,70.31328,0.03857893,4.343889,2.823258,5.022555,
CDE,C,->,DE,10.65941,17.03025,5.913626,55.47797,0.04098301,3.257613,1.863566,5.926544,
CDE,D,->,CE,17.04088,10.65055,5.913626,34.70258,0.04098678,3.258289,1.368346,5.926544,
CDE,CD,->,E,5.913626,99.78203,5.913626,100,0.0001289018,1.002185,Infinity,5.926544,
CDE,E,->,CD,99.78203,5.913626,5.913626,5.926544,0.0001289018,1.002185,1.000137,5.926544,
CDE,CE,->,D,10.65055,17.04088,5.913626,55.52413,0.04098678,3.258289,1.865261,5.926544,
CDE,DE,->,C,17.03025,10.65941,5.913626,34.72425,0.04098301,3.257614,1.368664,5.926544,
DH,D,->,H,17.04088,9.199171,5.188821,30.44925,0.03621201,3.309999,1.305534,30.44925,
DH,H,->,D,9.199171,17.04088,5.188821,56.40532,0.03621201,3.309999,1.902964,30.44925,
EH,E,->,H,99.78203,9.199171,9.192082,9.212162,0.0001296334,1.001412,1.000143,9.212162,
EH,H,->,E,9.199171,99.78203,9.192082,99.92294,0.0001296334,1.001412,2.828729,9.212162,
DEH,D,->,EH,17.04088,9.192082,5.188821,30.44925,0.03622409,3.312552,1.305635,5.200156,
DEH,E,->,DH,99.78203,5.188821,5.188821,5.200156,0.0001131029,1.002185,1.00012,5.200156,
DEH,DE,->,H,17.03025,9.199171,5.188821,30.46826,0.03622179,3.312066,1.30589,5.200156,
DEH,H,->,DE,9.199171,17.03025,5.188821,56.40532,0.03622179,3.312066,1.903208,5.200156,
DEH,DH,->,E,5.188821,99.78203,5.188821,100,0.0001131029,1.002185,Infinity,5.200156,
DEH,EH,->,D,9.192082,17.04088,5.188821,56.44881,0.03622409,3.312552,1.904865,5.200156,
EI,E,->,I,99.78203,7.198426,7.187793,7.203495,5.057987E-05,1.000704,1.000055,7.203495,
EI,I,->,E,7.198426,99.78203,7.187793,99.85229,5.057987E-05,1.000704,1.475655,7.203495,
AJ,A,->,J,16.18671,99.53038,16.18671,100,0.0007601588,1.004718,Infinity,16.26309,
AJ,J,->,A,99.53038,16.18671,16.18671,16.26309,0.0007601588,1.004718,1.000912,16.26309,
BJ,B,->,J,22.97932,99.53038,22.91907,99.73779,0.0004766241,1.002084,1.791015,23.02721,
BJ,J,->,B,99.53038,22.97932,22.91907,23.02721,0.0004766241,1.002084,1.000622,23.02721,
ABJ,A,->,BJ,16.18671,22.91907,7.483741,46.23385,0.03773898,2.017266,1.433633,7.519052,
ABJ,B,->,AJ,22.97932,16.18671,7.483741,32.56729,0.03764145,2.011977,1.242917,7.519052,
ABJ,AB,->,J,7.483741,99.53038,7.483741,100,0.0003514507,1.004718,Infinity,7.519052,
ABJ,J,->,AB,99.53038,7.483741,7.483741,7.519052,0.0003514507,1.004718,1.000382,7.519052,
ABJ,AJ,->,B,16.18671,22.97932,7.483741,46.23385,0.03764145,2.011976,1.432513,7.519052,
ABJ,BJ,->,A,22.91907,16.18671,7.483741,32.6529,0.03773898,2.017266,1.244497,7.519052,
CJ,C,->,J,10.65941,99.53038,10.62751,99.70074,0.0001815972,1.001712,1.569284,10.67766,
CJ,J,->,C,99.53038,10.65941,10.62751,10.67766,0.0001815972,1.001712,1.000204,10.67766,
BCJ,B,->,CJ,22.97932,10.62751,5.351858,23.28989,0.02909728,2.191471,1.165068,5.37711,
BCJ,C,->,BJ,10.65941,22.91907,5.351858,50.20781,0.0290882,2.190657,1.548053,5.37711,
BCJ,BC,->,J,5.355402,99.53038,5.351858,99.93382,0.0002160575,1.004053,7.095516,5.37711,
BCJ,J,->,BC,99.53038,5.355402,5.351858,5.37711,0.0002160575,1.004053,1.000229,5.37711,
BCJ,BJ,->,C,22.91907,10.65941,5.351858,23.35112,0.0290882,2.190657,1.165582,5.37711,
BCJ,CJ,->,B,10.62751,22.97932,5.351858,50.35851,0.02909728,2.191471,1.551539,5.37711,
DJ,D,->,J,17.04088,99.53038,16.99835,99.75042,0.0003749634,1.002211,1.881625,17.07856,
DJ,J,->,D,99.53038,17.04088,16.99835,17.07856,0.0003749634,1.002211,1.000454,17.07856,
ADJ,A,->,DJ,16.18671,16.99835,6.19008,38.24173,0.03438605,2.249732,1.343976,6.219286,
ADJ,D,->,AJ,17.04088,16.18671,6.19008,36.32487,0.03431721,2.244117,1.316264,6.219286,
ADJ,AD,->,J,6.19008,99.53038,6.19008,100,0.0002906979,1.004718,Infinity,6.219286,
ADJ,J,->,AD,99.53038,6.19008,6.19008,6.219286,0.0002906979,1.004718,1.000311,6.219286,
ADJ,AJ,->,D,16.18671,17.04088,6.19008,38.24173,0.03431721,2.244117,1.343288,6.219286,
ADJ,DJ,->,A,16.99835,16.18671,6.19008,36.41576,0.03438605,2.249732,1.318146,6.219286,
BDJ,B,->,DJ,22.97932,16.99835,7.125769,31.00949,0.03219663,1.824264,1.203088,7.15939,
BDJ,D,->,BJ,17.04088,22.91907,7.125769,41.81572,0.03220158,1.824495,1.324773,7.15939,
BDJ,BD,->,J,7.127541,99.53038,7.125769,99.97514,0.0003170054,1.004468,18.88727,7.15939,
BDJ,J,->,BD,99.53038,7.127541,7.125769,7.15939,0.0003170054,1.004469,1.000343,7.15939,
BDJ,BJ,->,D,22.91907,17.04088,7.125769,31.09101,0.03220158,1.824495,1.203894,7.15939,
BDJ,DJ,->,B,16.99835,22.97932,7.125769,41.92035,0.03219663,1.824264,1.326122,7.15939,
ABDJ,A,->,BDJ,16.18671,7.125769,5.011607,30.96124,0.0385818,4.344969,1.345248,5.035254,
ABDJ,B,->,ADJ,22.97932,6.19008,5.011607,21.80921,0.03589169,3.523252,1.199757,5.035254,
ABDJ,AB,->,DJ,7.483741,16.99835,5.011607,66.96661,0.03739495,3.939595,2.51266,5.035254,
ABDJ,D,->,ABJ,17.04088,7.483741,5.011607,29.40932,0.03736312,3.929762,1.310602,5.035254,
ABDJ,AD,->,BJ,6.19008,22.91907,5.011607,80.96192,0.03592899,3.532514,4.048777,5.035254,
ABDJ,BD,->,AJ,7.127541,16.18671,5.011607,70.31328,0.03857893,4.343889,2.823258,5.035254,
ABDJ,ABD,->,J,5.011607,99.53038,5.011607,100,0.0002353546,1.004718,Infinity,5.035254,
ABDJ,J,->,ABD,99.53038,5.011607,5.011607,5.035254,0.0002353546,1.004718,1.000249,5.035254,
ABDJ,AJ,->,BD,16.18671,7.127541,5.011607,30.96124,0.03857893,4.343889,1.345222,5.035254,
ABDJ,BJ,->,AD,22.91907,6.19008,5.011607,21.86654,0.03592899,3.532514,1.200637,5.035254,
ABDJ,ABJ,->,D,7.483741,17.04088,5.011607,66.96661,0.03736312,3.929762,2.511372,5.035254,
ABDJ,DJ,->,AB,16.99835,7.483741,5.011607,29.4829,0.03739495,3.939594,1.311969,5.035254,
ABDJ,ADJ,->,B,6.19008,22.97932,5.011607,80.96192,0.03589169,3.523252,4.045612,5.035254,
ABDJ,BDJ,->,A,7.125769,16.18671,5.011607,70.33076,0.0385818,4.344969,2.824923,5.035254,
CDJ,C,->,DJ,10.65941,16.99835,5.911854,55.46135,0.04099929,3.262748,1.863587,5.939748,
CDJ,D,->,CJ,17.04088,10.62751,5.911854,34.69218,0.04100832,3.264374,1.368481,5.939748,
CDJ,CD,->,J,5.913626,99.53038,5.911854,99.97003,0.0002599939,1.004417,15.67047,5.939748,
CDJ,J,->,CD,99.53038,5.913626,5.911854,5.939748,0.0002599939,1.004417,1.000278,5.939748,
CDJ,CJ,->,D,10.62751,17.04088,5.911854,55.62782,0.04100832,3.264374,1.86962,5.939748,
CDJ,DJ,->,C,16.99835,10.65941,5.911854,34.77898,0.04099929,3.262748,1.369813,5.939748,
EJ,E,->,J,99.78203,99.53038,99.52684,99.74426,0.0021341,1.002149,1.83627,99.74426,
EJ,J,->,E,99.53038,99.78203,99.52684,99.99644,0.0021341,1.002149,61.17807,99.74426,
AEJ,A,->,EJ,16.18671,99.52684,16.18671,100,0.0007658898,1.004754,Infinity,16.22207,
AEJ,E,->,AJ,99.78203,16.18671,16.18671,16.22207,0.0003528286,1.002185,1.000422,16.22207,
AEJ,AE,->,J,16.18671,99.53038,16.18671,100,0.0007601588,1.004718,Infinity,16.22207,
AEJ,J,->,AE,99.53038,16.18671,16.18671,16.26309,0.0007601588,1.004718,1.000912,16.22207,
AEJ,AJ,->,E,16.18671,99.78203,16.18671,100,0.0003528286,1.002185,Infinity,16.22207,
AEJ,EJ,->,A,99.52684,16.18671,16.18671,16.26367,0.0007658898,1.004754,1.000919,16.22207,
BEJ,B,->,EJ,22.97932,99.52684,22.91907,99.73779,0.00048476,1.00212,1.804532,22.96913,
BEJ,E,->,BJ,99.78203,22.91907,22.91907,22.96913,0.0004995765,1.002185,1.00065,22.96913,
BEJ,BE,->,J,22.96869,99.53038,22.91907,99.78397,0.0005824594,1.002548,2.17381,22.96913,
BEJ,J,->,BE,99.53038,22.96869,22.91907,23.02721,0.0005824594,1.002548,1.00076,22.96913,
BEJ,BJ,->,E,22.91907,99.78203,22.91907,100,0.0004995765,1.002185,Infinity,22.96913,
BEJ,EJ,->,B,99.52684,22.97932,22.91907,23.02803,0.00048476,1.00212,1.000633,22.96913,
ABEJ,A,->,BEJ,16.18671,22.91907,7.483741,46.23385,0.03773898,2.017266,1.433633,7.500089,
ABEJ,B,->,AEJ,22.97932,16.18671,7.483741,32.56729,0.03764145,2.011977,1.242917,7.500089,
ABEJ,AB,->,EJ,7.483741,99.52684,7.483741,100,0.0003541003,1.004754,Infinity,7.500089,
ABEJ,E,->,ABJ,99.78203,7.483741,7.483741,7.500089,0.0001631262,1.002185,1.000177,7.500089,
ABEJ,AE,->,BJ,16.18671,22.91907,7.483741,46.23385,0.03773898,2.017266,1.433633,7.500089,
ABEJ,BE,->,AJ,22.96869,16.18671,7.483741,32.58236,0.03765866,2.012908,1.243195,7.500089,
ABEJ,ABE,->,J,7.483741,99.53038,7.483741,100,0.0003514507,1.004718,Infinity,7.500089,
ABEJ,J,->,ABE,99.53038,7.483741,7.483741,7.519052,0.0003514507,1.004718,1.000382,7.500089,
ABEJ,AJ,->,BE,16.18671,22.96869,7.483741,46.23385,0.03765866,2.012908,1.43271,7.500089,
ABEJ,BJ,->,AE,22.91907,16.18671,7.483741,32.6529,0.03773898,2.017266,1.244497,7.500089,
ABEJ,ABJ,->,E,7.483741,99.78203,7.483741,100,0.0001631262,1.002185,Infinity,7.500089,
ABEJ,EJ,->,AB,99.52684,7.483741,7.483741,7.519319,0.0003541003,1.004754,1.000385,7.500089,
ABEJ,AEJ,->,B,16.18671,22.97932,7.483741,46.23385,0.03764145,2.011976,1.432513,7.500089,
ABEJ,BEJ,->,A,22.91907,16.18671,7.483741,32.6529,0.03773898,2.017266,1.244497,7.500089,
CEJ,C,->,EJ,10.65941,99.52684,10.62751,99.70074,0.0001853712,1.001747,1.581128,10.65073,
CEJ,E,->,CJ,99.78203,10.62751,10.62751,10.65073,0.0002316524,1.002185,1.00026,10.65073,
CEJ,CE,->,J,10.65055,99.53038,10.62751,99.78369,0.0002697908,1.002545,2.17105,10.65073,
CEJ,J,->,CE,99.53038,10.65055,10.62751,10.67766,0.0002697908,1.002545,1.000304,10.65073,
CEJ,CJ,->,E,10.62751,99.78203,10.62751,100,0.0002316524,1.002185,Infinity,10.65073,
CEJ,EJ,->,C,99.52684,10.65941,10.62751,10.67804,0.0001853712,1.001747,1.000208,10.65073,
BCEJ,B,->,CEJ,22.97932,10.62751,5.351858,23.28989,0.02909728,2.191471,1.165068,5.363549,
BCEJ,C,->,BEJ,10.65941,22.91907,5.351858,50.20781,0.0290882,2.190657,1.548053,5.363549,
BCEJ,BC,->,EJ,5.355402,99.52684,5.351858,99.93382,0.0002179536,1.004089,7.149066,5.363549,
